MEDIA_TY,TITLE_NM,PLACE_NM,PLACE_TY,ADDR,LC_LA,LC_LO,ADDR_area
drama,(아는 건 별로 없지만) 가족입니다,커피파머,cafe,경기도 고양시 일산서구 대화로 61,37.667523,126.72817,경기
drama,(아는 건 별로 없지만) 가족입니다,셀렉토커피 남양주호평점,cafe,경기도 남양주시 천마산로 21,37.663558,127.24748,경기
drama,(아는 건 별로 없지만) 가족입니다,카페 그루비,cafe,경기도 수원시 영통구 센트럴파크로127번길 148,37.293983,127.05538,경기
drama,(아는 건 별로 없지만) 가족입니다,미리내 성지,playground,경기도 안성시 양성면 미리내성지로 420,37.146102,127.25865,경기
drama,(아는 건 별로 없지만) 가족입니다,초은당,playground,경기도 양평군 서종면 북한강로814번길 46-6,37.611484,127.35397,경기
drama,(아는 건 별로 없지만) 가족입니다,임진각평화누리,playground,경기도 파주시 문산읍 마정리 1355,37.892963,126.74435,경기
drama,(아는 건 별로 없지만) 가족입니다,지혜의 숲,playground,경기도 파주시 회동길 145,37.7082492,126.686674,경기
drama,(아는 건 별로 없지만) 가족입니다,카페 종이와 나무,cafe,경기도 파주시 회동길 445-1,37.720328,126.69388,경기
drama,(아는 건 별로 없지만) 가족입니다,퀸즈파크 청담점,restaurant,서울특별시 강남구 압구정로60길 22,37.52592,127.04159,서울
drama,(아는 건 별로 없지만) 가족입니다,혜심정,restaurant,서울특별시 강북구 삼양로181길 178,37.67139,127.00698,서울
drama,(아는 건 별로 없지만) 가족입니다,가든포에트,restaurant,서울특별시 마포구 와우산로14길 12,37.55016,126.9237,서울
drama,(아는 건 별로 없지만) 가족입니다,구룡근린공원,playground,서울특별시 마포구 월드컵북로 456,37.582996,126.88385,서울
drama,(아는 건 별로 없지만) 가족입니다,월드컵공원,playground,서울특별시 마포구 하늘공원로 86,37.5708905,126.878429,서울
drama,(아는 건 별로 없지만) 가족입니다,소월로 계단 3번,playground,서울특별시 용산구 소월로 168,37.547514,126.98424,서울
drama,(아는 건 별로 없지만) 가족입니다,대학로11길,playground,서울특별시 종로구 대학로11길 13,37.582193,127.00092,서울
drama,(아는 건 별로 없지만) 가족입니다,커피한약방 혜화점,cafe,서울특별시 종로구 동숭2길 9,37.580861,127.0048,서울
drama,(아는 건 별로 없지만) 가족입니다,포시즌스호텔,stay,서울특별시 종로구 새문안로 97,37.57065,126.9754,서울
drama,(아는 건 별로 없지만) 가족입니다,푸른기린주차장,playground,서울특별시 종로구 화동 58-1,37.581775,126.981418,서울
drama,(아는 건 별로 없지만) 가족입니다,이비스 스타일 앰배서더 명동,stay,서울특별시 중구 삼일대로 302,37.56169,126.9894,서울
drama,(아는 건 별로 없지만) 가족입니다,덕수궁 돌담길,playground,서울특별시 중구 세종대로 99,37.565924,126.97501,서울
drama,(아는 건 별로 없지만) 가족입니다,목남갤러리카페,cafe,서울특별시 중구 퇴계로68길 16,37.563753,127.00979,서울
drama,(아는 건 별로 없지만) 가족입니다,그랜드 하얏트 인천,stay,인천광역시 중구 영종해안남로321번길 208,37.440449,126.45747,인천
drama,(아는 건 별로 없지만) 가족입니다,고흥우주발사전망대,playground,전라남도 고흥군 영남면 해맞이로 840,34.585051,127.49236,전라
drama,(아는 건 별로 없지만) 가족입니다,파도리해수욕장,playground,충청남도 태안군 소원면 파도길 63-12,36.738979,126.13356,충청
drama,#좋맛탱: 좋은 맛에 취하다,카우카우펍 합정점,restaurant,서울특별시 마포구 독막로 10,37.548497,126.914483,서울
drama,#좋맛탱: 좋은 맛에 취하다,데코아발림 본점,cafe,서울특별시 마포구 독막로15길 13-6,37.548376,126.92179,서울
drama,#좋맛탱: 좋은 맛에 취하다,정항우케익 서울연남점,cafe,서울특별시 마포구 동교로29길 48,37.56249,126.92278,서울
drama,#좋맛탱: 좋은 맛에 취하다,공간비틀즈,restaurant,서울특별시 마포구 와우산로29길 27 B1,37.555019,126.92838,서울
drama,#좋맛탱: 좋은 맛에 취하다,율곡로3길,playground,서울특별시 종로구 율곡로3길,37.577811,126.98239,서울
drama,1%의 어떤것,사천진해수욕장,playground,강원도 강릉시 사천면 사천진리 266-2,37.842094,128.874568,강원
drama,1%의 어떤것,보헤미안박이추커피,cafe,강원도 강릉시 사천면 해안로 1107,37.846843,128.86688,강원
drama,1%의 어떤것,인터컨티넨탈 알펜시아 평창 리조트,stay,강원도 평창군 대관령면 솔봉로 325,37.658254,128.66975,강원
drama,1%의 어떤것,라꼼마빌딩,playground,서울특별시 마포구 어울마당로 44-1,37.548951,126.92088,서울
drama,17세의 조건,서울역,station,서울특별시 용산구 한강대로 405,37.554719,126.97065,서울
drama,18 어게인,소토보체,stay,강원도 홍천군 화촌면 군업안말길 153-15,37.74281,128.00877,강원
drama,18 어게인,오페라 디바스,restaurant,경기도 고양시 덕양구 행주산성로 141,37.59965,126.81624,경기
drama,18 어게인,서울대공원,playground,경기도 과천시 대공원광장로 102,37.427542,127.01701,경기
drama,18 어게인,모로미쿠시 광교카페거리점,restaurant,경기도 수원시 영통구 센트럴파크로127번길 48,37.294673,127.05381,경기
drama,18 어게인,파머스테이블,restaurant,경기도 파주시 탄현면 헤이리마을길 59-77,37.7902235,126.695397,경기
drama,18 어게인,화이트블럭,playground,경기도 파주시 탄현면 헤이리마을길 72,37.7889189,126.699592,경기
drama,18 어게인,퍼스트가든,playground,경기도 파주시 탑삭골길 260,37.7321551,126.793933,경기
drama,18 어게인,엘빈에비뉴라운지,restaurant,서울특별시 강남구 강남대로92길 13,37.4990249,127.02849,서울
drama,18 어게인,태그호이어 청담점,store,서울특별시 강남구 선릉로 828,37.5258,127.0402,서울
drama,18 어게인,C156,restaurant,서울특별시 광진구 동일로 156,37.546081,127.06649,서울
drama,18 어게인,벌스가든,cafe,서울특별시 마포구 성미산로23길 44,37.565239,126.92054,서울
drama,18 어게인,성미산로29길,playground,서울특별시 마포구 성미산로29길 3,37.564235,126.92285,서울
drama,18 어게인,누리꿈스퀘어빌딩,playground,서울특별시 마포구 연남동 396,37.579272,126.89028,서울
drama,18 어게인,곤밥,restaurant,서울특별시 마포구 토정로 105,37.54516,126.92256,서울
drama,18 어게인,올드문래,restaurant,서울특별시 영등포구 도림로 433-6,37.5138911,126.8942605,서울
drama,18 어게인,클럽메카,playground,서울특별시 용산구 녹사평대로 140 크라운호텔 지하1층,37.531482,126.99078,서울
drama,18 어게인,더리버,playground,서울특별시 용산구 용산동6가 451,37.507108,126.98472,서울
drama,18 어게인,이촌로29길,playground,서울특별시 용산구 이촌로29길,37.525257,126.96103,서울
drama,18 어게인,서울드래곤시티,stay,서울특별시 용산구 청파로20길 95,37.531844,126.96306,서울
drama,18 어게인,창신동 채석장 전망대,playground,서울특별시 종로구 낙산5길 51,37.578223,127.01164,서울
drama,18 어게인,낙산공원,playground,서울특별시 종로구 낙산길 41,37.580667,127.00746,서울
drama,18 어게인,삼일빌라,stay,서울특별시 종로구 백석동1가길 12,37.594378,126.96757,서울
drama,18 어게인,경희궁3길,playground,서울특별시 종로구 사직동 경희궁 3길,37.57329,126.96731,서울
drama,18 어게인,청계천,playground,서울특별시 종로구 서린동 148,37.569205,126.97791,서울
drama,18 어게인,시우식당,restaurant,서울특별시 종로구 필운대로 18,37.577713,126.96952,서울
drama,18 어게인,파로그랜드,restaurant,서울특별시 중구 을지로5길 26,37.567435,126.98516,서울
drama,18 어게인,송도센트럴파크호텔,stay,인천광역시 연수구 테크노파크로 193,37.3904903,126.637203,인천
movie,1987,임진각,playground,경기도 파주시 문산읍 임진각로 164,37.889542,126.740176,경기
movie,1987,문화공감수정,playground,부산광역시 동구 홍곡로 75,35.125713,129.042622,부산
movie,1987,연세대학교 신촌캠퍼스,playground,서울특별시 서대문구 연세로 50,37.5637563,126.937546,서울
movie,1987,민주인권기념관,playground,서울특별시 용산구 한강대로71길 37,37.541025,126.971672,서울
movie,1987,천주교 서울대교구 주교좌명동대성당,playground,서울특별시 중구 명동길 74,37.5632772,126.986827,서울
movie,1987,서울특별시청,playground,서울특별시 중구 세종대로 110,37.566291,126.977931,서울
movie,1987,연희네 슈퍼,playground,전라남도 목포시 해안로127번길 14-2,34.78168,126.377325,전라
movie,1987,청남대,playground,충청북도 청주시 상당구 문의면 청남대길 646,36.46255,127.4906,충청
show,1박2일 시즌1,옛날초당순두부,restaurant,강원도 강릉시 경포동 운정길 141,37.786707,128.892774,강원
show,1박2일 시즌1,단천식당,restaurant,강원도 속초시 아바이마을길 17,38.202626,128.593672,강원
show,1박2일 시즌1,별마로천문대,playground,강원도 영월군 영월읍 천문대길 397,37.198816,128.486792,강원
show,1박2일 시즌1,장금성,restaurant,강원도 원주시 판부면 치악로 1000,37.274739,128.014985,강원
show,1박2일 시즌1,숲속의빈터 방동막국수,restaurant,강원도 인제군 기린면 조침령로 496,37.952463,128.358508,강원
show,1박2일 시즌1,정선레일바이크,playground,강원도 정선군 여량면 노추산로 745,37.51688,128.727662,강원
show,1박2일 시즌1,덕산기계곡,playground,강원도 정선군 정선읍 덕산기길 110,37.373367,128.711835,강원
show,1박2일 시즌1,가리산자연휴양림,playground,강원도 홍천군 두촌면 가리산길 426,37.866729,127.982506,강원
show,1박2일 시즌1,신륵사 국민관광지,playground,경기도 여주군 여주읍 신륵사길 73,37.29756,127.66147,경기
show,1박2일 시즌1,헤이리 예술마을,playground,경기도 파주시 탄현면 헤이리마을길 70-21,37.788146,126.698883,경기
show,1박2일 시즌1,구조라 해수욕장,playground,경상남도 거제시 일운면 거제대로 2056,34.808882,128.690551,경상
show,1박2일 시즌1,현대찜닭,restaurant,경상북도 안동시 번영1길 47,36.56541,128.727802,경상
show,1박2일 시즌1,박달식당,restaurant,경상북도 예천군 용궁면 읍부리 397-10,36.607731,128.273585,경상
show,1박2일 시즌1,낙영찜갈비 본점,restaurant,대구광역시 중구 동덕로36길 9-17,35.8712706,128.6049424,대구
show,1박2일 시즌1,부산사직종합운동장사직야구장,playground,부산광역시 동래구 사직로 45,35.193917,129.061529,부산
show,1박2일 시즌1,부산 자갈치 시장,playground,부산광역시 중구 자갈치해안로 52,35.096659,129.030502,부산
show,1박2일 시즌1,해운대 해수욕장,playground,부산광역시 해운대구 우동,35.158647,129.160365,부산
show,1박2일 시즌1,을왕리해수욕장,playground,인천광역시 중구 용유서로302번길 16-15,37.447737,126.372515,인천
show,1박2일 시즌1,메타세쿼이아 가로수길,playground,전라남도 담양군 담양읍 학동리 633,35.3251724,127.009247,전라
show,1박2일 시즌1,순천만습지,playground,전라남도 순천시 순천만길 513-25,34.88597,127.509028,전라
show,1박2일 시즌1,청하식당,restaurant,전라남도 영암군 학산면 독천로 170-1,34.725038,126.567914,전라
show,1박2일 시즌1,마라도해녀촌짜장,restaurant,제주특별자치도 서귀포시 대정읍 가파리 588,33.119912,126.267075,제주
show,1박2일 시즌1,토끼와거북이,restaurant,제주특별자치도 제주시 서해안로 498-6,33.518829,126.492183,제주
show,1박2일 시즌1,감초식당,restaurant,제주특별자치도 제주시 이도1동 동광로1길 32,33.503296,126.52777,제주
show,1박2일 시즌1,협재해수욕장,playground,제주특별자치도 제주시 한림읍 한림로 329-10,33.394065,126.239527,제주
show,1박2일 시즌1,공산성,playground,충청남도 공주시 웅진로 280,36.465013,127.12361,충청
show,1박2일 시즌4,미인폭포,playground,강원도 삼척시 도계읍 심포리 미인폭포,37.182597,129.049232,강원
show,1박2일 시즌4,곰배령 (점봉산),playground,강원도 인제군 기린면 진동리,38.029391,128.432586,강원
show,1박2일 시즌4,오개장계곡,playground,강원도 인제군 남면 어론리,37.951966,128.062699,강원
show,1박2일 시즌4,재인폭포,playground,경기도 연천군 연천읍 부곡리 193,38.076823,127.14318,경기
show,1박2일 시즌4,고산정,playground,경상북도 안동시 도산면 가송길 177-42,36.767715,128.892121,경상
show,1박2일 시즌4,도산서원,playground,경상북도 안동시 도산면 도산서원길 154,36.727008,128.843597,경상
show,1박2일 시즌4,이육사문학관,playground,경상북도 안동시 도산면 백운로 525,36.738987,128.862998,경상
show,1박2일 시즌4,노송정,playground,경상북도 안동시 도산면 온혜리 604,36.749782,128.828485,경상
show,1박2일 시즌4,월영교,playground,경상북도 안동시 석주로 203,36.576676,128.760825,경상
show,1박2일 시즌4,대한다원보성녹차밭,cafe,전라남도 보성군 보성읍 녹차로 763-43,34.714824,127.080926,전라
show,1박2일 시즌4,소안도,playground,전라남도 완도군 소안면,34.148122,126.652089,전라
show,1박2일 시즌4,미라리 해수욕장,playground,전라남도 완도군 소안면 미라리,34.144803,126.669746,전라
show,1박2일 시즌4,물치기미전망대,playground,전라남도 완도군 소안면 소안로 1084 맹선복지회관 근처,34.148834,126.634468,전라
show,1박2일 시즌4,항일운동기념관,playground,전라남도 완도군 소안면 소안로 263,34.166986,126.652883,전라
show,1박2일 시즌4,명사십리 해수욕장,playground,전라남도 완도군 신지면 신리,34.327079,126.80895,전라
show,1박2일 시즌4,완도타워,playground,전라남도 완도군 완도읍 장보고대로 330,34.310761,126.766606,전라
show,1박2일 시즌4,청해포구촬영장,playground,전라남도 완도군 완도읍 청해진서로 1161-8,34.3233625,126.66968,전라
show,1박2일 시즌4,황가네해물짬뽕,restaurant,전라남도 완도군 완도읍 해변공원로 39,34.317521,126.750802,전라
show,1박2일 시즌4,고창읍성,playground,전라북도 고창군 고창읍 모양성로 1,35.430899,126.704806,전라
show,1박2일 시즌4,하늘마을민박,playground,전라북도 고창군 부안면 검산리 559-3,35.523237,126.636018,전라
show,1박2일 시즌4,책마을해리(친친북스),playground,전라북도 고창군 해리면 월봉성산길 88,35.470063,126.483372,전라
show,1박2일 시즌4,쌍화차거리,playground,전라북도 정읍시 충정로 188-7,35.567051,126.857119,전라
show,1박2일 시즌4,삼봉해수욕장,playground,충청남도 태안군 안면읍 창기리,36.570028,126.315392,충청
show,1박2일 시즌4,안면도 소나무해변길 (태안해안국립공원),playground,충청남도 태안군 안면읍(태안해안국립공원 안면도지구),36.571024,126.315932,충청
show,1박2일 시즌4,충주호유람선,restaurant,충청북도 단양군 단성면 월악로 3811-19,36.931629,128.253858,충청
show,1박2일 시즌4,구담봉,playground,충청북도 단양군 단성면 장회리 산32,36.941732,128.247834,충청
drama,20세기 소년소녀,더백푸드트럭,restaurant,서울특별시 용산구 신흥로20길 45-1,37.547512,126.98404,서울
drama,20세기 소년소녀,회현시민아파트,stay,서울특별시 중구 퇴계로8길 101,37.555689,126.98121,서울
drama,20세기 소년소녀,인천국제공항,playground,인천광역시 중구 공항로 272,37.44919,126.4514,인천
artist,2AM,휘닉스 평창 스노우 파크,playground,강원도 평창군 봉평면 태기로 174,37.577868,128.32341,강원
artist,2AM,원마운트,playground,경기도 고양시 일산서구 한류월드로 300,37.664347,126.754379,경기
artist,2AM,율동공원,playground,경기도 성남시 분당구 문정로 72,37.3765384,127.152391,경기
artist,2AM,베르아델승마클럽,playground,경기도 안산시 단원구 부흥로 376,37.212744,126.608469,경기
artist,2AM,서원아트리움,playground,경기도 파주시 광탄면 서원길 333,37.815938,126.896078,경기
artist,2AM,서울특별시 학생체육관,playground,서울특별시 송파구 잠실동 10-3,37.512199,127.07525,서울
artist,2AM,그랜드하얏트서울 아이스링크,playground,서울특별시 용산구 소월로 322,37.539349,126.99715,서울
artist,2PM,경기도잣향기푸른숲,playground,경기도 가평군 상면 축령로 289-146,37.769366,127.339123,경기
artist,2PM,쁘띠프랑스,playground,경기도 가평군 청평면 호반로 1063,37.714908,127.490287,경기
artist,2PM,닭이봉춘천닭갈비 의정부점,restaurant,경기도 의정부시 신흥로 196,37.733528,127.043793,경기
artist,2PM,한마음행복센터,playground,부산광역시 서구 천마산로 370,35.097029,129.016722,부산
artist,2PM,아실라,restaurant,서울특별시 강남구 강남대로98길 16,37.500688,127.028069,서울
artist,2PM,마치래빗 샐러드 신사동가로수길본점,restaurant,서울특별시 강남구 논현로153길 45,37.520293,127.024517,서울
artist,2PM,도쿄등심 압구정점,restaurant,서울특별시 강남구 도산대로49길 9 스타크빌딩 3층,37.523312,127.037113,서울
artist,2PM,팔당닭발,restaurant,서울특별시 강남구 학동로45길 7,37.51672,127.0378039,서울
artist,2PM,히메시야,restaurant,서울특별시 마포구 독막로15길 3-18,37.548639,126.921276,서울
artist,2PM,김사또상수본점,restaurant,서울특별시 마포구 서강동 와우산로 39,37.547983,126.922831,서울
artist,2PM,도쿄등심 롯데캐슬잠실점,restaurant,서울특별시 송파구 올림픽로 269,37.5142852,127.100694,서울
artist,2PM,카페후암동,cafe,서울특별시 용산구 후암동 후암로 33,37.548701,126.97755,서울
artist,2PM,감고당길,playground,서울특별시 종로구 율곡로3길,37.577861,126.982358,서울
artist,2PM,호박식당 약수본점,restaurant,서울특별시 중구 다산로 154,37.557271,127.01231,서울
artist,2PM,카페 누구나꽃,cafe,인천광역시 강화군 불은면 덕진로 89,37.651568,126.517667,인천
artist,2PM,대흘리에,stay,제주특별자치도 제주시 조천읍 함선로 250,33.511016,126.68306,제주
show,2TV생생정보,고토히라우동,restaurant,서울특별시 마포구 와우산로29길 14-8,37.5550433,126.9291813,서울
show,2TV생생정보,모자호떡,cafe,"강원도 강릉시 금성로 21, 중앙시장 185호",37.754234,128.898988,강원
show,2TV생생정보,영진항,restaurant,강원도 강릉시 주문진읍 신리천로 11,37.8859158,128.8289368,강원
show,2TV생생정보,고선생 화덕생선구이,restaurant,강원도 강릉시 해안로 286 2층,37.751853,128.8760574,강원
show,2TV생생정보,물꼬기,restaurant,강원도 삼척시 새천년도로 53-1 1층,37.4385457,129.1873093,강원
show,2TV생생정보,왕가수라청,restaurant,강원도 속초시 신흥2길 40,38.2019841,128.5349434,강원
show,2TV생생정보,아바이오징어빵,cafe,강원도 속초시 중앙시장로6길 14,38.2049698,128.5895216,강원
show,2TV생생정보,범바우막국수 양양본점,restaurant,강원도 양양군 강현면 동해대로 3277-22,38.1328882,128.6188784,강원
show,2TV생생정보,수라상,restaurant,강원도 양양군 손양면 수산1길 41,38.0791899,128.6721997,강원
show,2TV생생정보,비치얼스,restaurant,강원도 양양군 현북면 하조대4길 32 3층,38.0223162,128.7229179,강원
show,2TV생생정보,다하누한우프라자,restaurant,강원도 영월군 주천면 도천길 22,37.2787744,128.2573146,강원
show,2TV생생정보,산촌두부마을,restaurant,강원도 인제군 북면 원통로 254,38.1251715,128.2113407,강원
show,2TV생생정보,인제막국수,restaurant,강원도 인제군 인제읍 인제로168번길 48-4,38.0639603,128.1719582,강원
show,2TV생생정보,임꺽정가든,restaurant,강원도 철원군 동송읍 태봉로 1825-6,38.1865639,127.2874501,강원
show,2TV생생정보,연사랑,restaurant,강원도 철원군 철원읍 금학로339번길 12-28,38.2178956,127.2085751,강원
show,2TV생생정보,해누리,restaurant,강원도 춘천시 공지로 345,37.8692607,127.7280439,강원
show,2TV생생정보,명가춘천막국수,restaurant,강원도 춘천시 당간지주길 76 1층,37.89222,127.72382,강원
show,2TV생생정보,우성닭갈비 본점,restaurant,강원도 춘천시 동면 만천양지길 87,37.887309,127.763261,강원
show,2TV생생정보,참나무숯불닭갈비,restaurant,강원도 춘천시 신북읍 신샘밭로 715,37.9305019,127.788979,강원
show,2TV생생정보,카페건널목,cafe,강원도 태백시 감천로 21-1 토리모리건물앞 안쪽,37.1593868,128.9887525,강원
show,2TV생생정보,승소 닭갈비,restaurant,강원도 태백시 번영로 347,37.1717831,128.9910498,강원
show,2TV생생정보,황태회관,restaurant,강원도 평창군 대관령면 눈마을길 19,37.6698745,128.7098617,강원
show,2TV생생정보,밥먹을시간,restaurant,강원도 평창군 대관령면 횡계2길 3-7,37.6726963,128.708263,강원
show,2TV생생정보,느티나무 돌솥곤드레밥,restaurant,강원도 홍천군 영귀미면 수타사로 380,37.6937337,127.9552314,강원
show,2TV생생정보,무궁화화로숯불구이,restaurant,강원도 홍천군 홍천읍 양지말길 3,37.6589297,127.8298349,강원
show,2TV생생정보,식당별하 버섯요리전문점,restaurant,강원도 홍천군 화촌면 홍천로 1134,37.7403398,127.9412654,강원
show,2TV생생정보,북한강횟집,restaurant,강원도 화천군 화천읍 중앙로 12-10,38.1042779,127.7051239,강원
show,2TV생생정보,화천손만두,restaurant,강원도 화천군 화천읍 중앙로4길 12,38.104047,127.7053974,강원
show,2TV생생정보,반길이국밥,restaurant,경기도 가평군 상면 조종로 1808,37.8049606,127.3570731,경기
show,2TV생생정보,축령가든,restaurant,경기도 가평군 상면 축령로45번길 114-3,37.7659297,127.3620947,경기
show,2TV생생정보,산골농원,restaurant,경기도 가평군 설악면 어비산길99번길 75-7,37.596235,127.50975,경기
show,2TV생생정보,도원가든,restaurant,경기도 가평군 청평면 수리재길 141,37.7762457,127.4376733,경기
show,2TV생생정보,라떼떼라,cafe,"경기도 고양시 덕양구 고양대로 1445-37 1,2층",37.6547726,126.8453248,경기
show,2TV생생정보,가나안국수,restaurant,경기도 고양시 덕양구 행주로15번길 16,37.6008133,126.8278577,경기
show,2TV생생정보,한소반쭈꾸미 일산점,restaurant,경기도 고양시 일산동구 애니골길 55,37.6726711,126.7918003,경기
show,2TV생생정보,신라면옥 본점,restaurant,경기도 고양시 일산동구 탄중로431번길 15,37.6864681,126.778502,경기
show,2TV생생정보,장세 무한리필 일산본점,restaurant,경기도 고양시 일산서구 대산로226번길 8-6,37.6789746,126.7540511,경기
show,2TV생생정보,골목집소머리국밥,restaurant,경기도 광주시 곤지암읍 경충대로 621,37.3502987,127.3399225,경기
show,2TV생생정보,애마오리,restaurant,경기도 광주시 남한산성면 엄미길 186,37.475496,127.220754,경기
show,2TV생생정보,해신생생해물탕,restaurant,경기도 광주시 초월읍 경충대로 1014,37.3698617,127.3039929,경기
show,2TV생생정보,신흥정육식당,restaurant,경기도 김포시 김포한강9로12번길 8-28 1층,37.6342473,126.7370613,경기
show,2TV생생정보,동동국수집,restaurant,경기도 남양주시 와부읍 경강로 908,37.55712,127.236591,경기
show,2TV생생정보,역전집,restaurant,경기도 남양주시 조안면 다산로526번길 25-74,37.5232073,127.2965308,경기
show,2TV생생정보,운길산마루,restaurant,경기도 남양주시 조안면 북한강로383번길 36,37.5574745,127.3088741,경기
show,2TV생생정보,가호전골,restaurant,경기도 동두천시 중앙로 134-12 예일복합타워2층,37.8930648,127.0532161,경기
show,2TV생생정보,장원물갈비,restaurant,경기도 부천시 부천로53번길 9,37.4889215,126.7831657,경기
show,2TV생생정보,제주사랑 본점,restaurant,경기도 부천시 신흥로 140,37.4963708,126.7785022,경기
show,2TV생생정보,시골집,restaurant,경기도 부천시 연동로146번길 4,37.4745192,126.8244471,경기
show,2TV생생정보,판교 장어사랑,restaurant,경기도 성남시 수정구 설개로 8,37.4215243,127.1056019,경기
show,2TV생생정보,유정집,restaurant,경기도 성남시 수정구 수정로 460-2,37.4616742,127.1559866,경기
show,2TV생생정보,짜마,restaurant,경기도 수원시 팔달구 권광로175번길 98 1층,37.2647358,127.0272038,경기
show,2TV생생정보,남문통닭 본점,restaurant,경기도 수원시 팔달구 정조로800번길 16,37.2795537,127.0174974,경기
show,2TV생생정보,카페애테,cafe,경기도 수원시 팔달구 행궁로 65 1층,37.2768373,127.0158634,경기
show,2TV생생정보,해물천지,restaurant,경기도 수원시 팔달구 행궁로22번길 17,37.2801708,127.0138556,경기
show,2TV생생정보,참소예,restaurant,경기도 시흥시 동서로 706-27 참소예,37.3839333,126.8282288,경기
show,2TV생생정보,이가네생칼국수,restaurant,경기도 시흥시 신천3길 9,37.4394471,126.7848883,경기
show,2TV생생정보,마라명장,restaurant,경기도 안산시 단원구 고잔2길 65 205호,37.3176428,126.8385728,경기
show,2TV생생정보,별난곱창,restaurant,경기도 안산시 단원구 고잔2길 73 삼일빌딩,37.3175963,126.8395324,경기
show,2TV생생정보,먹골농장,restaurant,경기도 양주시 광적면 현석로 597-125,37.8377682,126.9633783,경기
show,2TV생생정보,두물머리연핫도그,restaurant,경기도 양평군 양서면 두물머리길 103-8,37.5347263,127.3167477,경기
show,2TV생생정보,양수리한옥집,restaurant,경기도 양평군 양서면 양수로138번길 41,37.5453159,127.32106,경기
show,2TV생생정보,장터집,restaurant,경기도 양평군 양평읍 양평장터길 5,37.4899998,127.4932792,경기
show,2TV생생정보,솔잎칼국수,restaurant,경기도 양평군 용문면 용문로 385,37.4862676,127.5956669,경기
show,2TV생생정보,청산녹수,restaurant,경기도 연천군 청산면 초성리 산19-2,37.9874336,127.094361,경기
show,2TV생생정보,메밀래,restaurant,경기도 용인시 기흥구 용구대로2145번길 23,37.2815666,127.1044382,경기
show,2TV생생정보,즐삼프리미엄생고기,restaurant,경기도 용인시 처인구 명지로16번길 9-11 YB테라스2층 205호,37.2338305,127.18807,경기
show,2TV생생정보,우리수산,restaurant,경기도 용인시 처인구 중부대로 1131 맑은세상빌딩 1층,37.2404914,127.1720606,경기
show,2TV생생정보,명가 코다리찜,restaurant,경기도 용인시 처인구 포곡읍 포곡로272번길 19-6,37.2773299,127.2324971,경기
show,2TV생생정보,만화간장게장,restaurant,경기도 의정부시 고산로 309,37.7337207,127.1050741,경기
show,2TV생생정보,조경제만두쟁이,restaurant,"경기도 의정부시 부용로 105 플래티넘프라자2차 201호, 202호",37.751261,127.0693546,경기
show,2TV생생정보,성원통닭,restaurant,경기도 의정부시 태평로 89 성원통닭,37.7405061,127.0514046,경기
show,2TV생생정보,강민주의들밥 본점,restaurant,경기도 이천시 마장면 지산로22번길 17,37.2214185,127.3679451,경기
show,2TV생생정보,오동추야,restaurant,경기도 이천시 증신로 160,37.2902331,127.4521568,경기
show,2TV생생정보,약선마을,restaurant,경기도 파주시 광탄면 부흥로 133 1층,37.8056725,126.8838473,경기
show,2TV생생정보,파주코다리,restaurant,경기도 파주시 교하로 412-5,37.7068203,126.7322726,경기
show,2TV생생정보,한끼두끼,restaurant,경기도 파주시 지목로 154,37.7275598,126.6980124,경기
show,2TV생생정보,용궁칼국수,restaurant,경기도 파주시 탄현면 새오리로 59-52,37.7901865,126.6838333,경기
show,2TV생생정보,숑스바베큐 파주본점,restaurant,경기도 파주시 탄현면 새오리로 98,37.7929507,126.686172,경기
show,2TV생생정보,쉼골전통된장,restaurant,경기도 파주시 탄현면 헤이리마을길 59-134 1층,37.7917134,126.695229,경기
show,2TV생생정보,연잎풍천장어,restaurant,경기도 평택시 이화로 160-25,37.008555,127.1376119,경기
show,2TV생생정보,평화김밥,restaurant,경기도 평택시 통복로 60-1,36.9972007,127.0837228,경기
show,2TV생생정보,콩마루,restaurant,경기도 포천시 군내면 포천로 1501,37.8933358,127.2090727,경기
show,2TV생생정보,약산궁능이버섯백숙,restaurant,경기도 포천시 내촌면 금강로 3143-7,37.8410742,127.2740466,경기
show,2TV생생정보,한가정통어죽,restaurant,경기도 포천시 소흘읍 광릉수목원로 655,37.7711533,127.1639057,경기
show,2TV생생정보,갈비1987,restaurant,경기도 포천시 이동면 화동로 2065-1,38.0321415,127.3662643,경기
show,2TV생생정보,인천생갈비 본관,restaurant,경기도 화성시 동탄역로 124 윤정프라자 201호,37.199327,127.0970177,경기
show,2TV생생정보,청해랑,restaurant,경기도 화성시 동탄지성로 12 3층,37.2049951,127.0732442,경기
show,2TV생생정보,경성,restaurant,경기도 화성시 세자로 480,37.1865121,126.9811404,경기
show,2TV생생정보,6시내고향회센타,restaurant,경기도 화성시 송산면 사강로 178-1,37.2127114,126.7357903,경기
show,2TV생생정보,신영통명품생태,restaurant,경기도 화성시 영통로 73-3,37.2356487,127.0605793,경기
show,2TV생생정보,수양식당,restaurant,경상남도 고성군 동해면 동해로 1590,35.0452988,128.444726,경상
show,2TV생생정보,섬낚시횟집,restaurant,경상남도 고성군 삼산면 두포1길 198-15,34.9043681,128.2733659,경상
show,2TV생생정보,군령포하모자연산횟집,restaurant,경상남도 고성군 삼산면 두포5길 426,34.9172326,128.2973173,경상
